864683004920299520;#masterchefbr;[-1];0;-1;train
864683780942028800;#masterchefbr;[0];0;0;train
862357904271212545;#videoShowAoVivo;[1];0;1;train
863084653699321858;#videoShowAoVivo;[0];0;0;train
864677338977587200;#masterchefbr;[0];0;0;train
862147671255130112;#masterchefbr;[1];0;1;train
864694906387877888;#masterchefbr;[-1];0;-1;train
864905087944204288;#videoShowAoVivo;[1];0;1;train
864170030308708352;#videoShowAoVivo;[0];0;0;train
864687051425406976;#masterchefbr;[-1];0;-1;train
862150180841435138;#masterchefbr;[0];0;0;train
862515505898409984;#TheNoite;[1];0;1;train
862176355206787073;#masterchefbr;[0];0;0;train
864810821003747329;#masterchefbr;[0];0;0;train
863579388402683904;#altasHoras;[1];0;1;train
864714451077001216;#masterchefbr;[-1];0;-1;train
862518850629271552;#masterchefbr;[1];0;1;train
862141329769459712;#masterchefbr;[1];0;1;train
864670797578858496;#masterchefbr;[0];0;0;train
864905621178593281;#videoShowAoVivo;[0];0;0;train
864586044779507712;#masterchefbr;[0];0;0;train
864896124792045569;#videoShowAoVivo;[1];0;1;train
864827678871957504;#maisvoce;[0];0;0;train
862354300378460160;#masterchefbr;[0];0;0;train
864341038877376512;#ConversaComBial;[0];0;0;train
863882412580843521;#masterchefbr;[1];0;1;train
864341987658539008;#ConversaComBial;[1];0;1;train
863247064049823744;#ConversaComBial;[1];0;1;train
862518328321081344;#encontro;[0];0;0;train
864685428783415296;#masterchefbr;[1];0;1;train
862670080387186693;#encontro;[0];0;0;train
863081674363547653;#videoShowAoVivo;[0];0;0;train
865567583323512832;#encontro;[-1];0;-1;train
864127711308115969;#encontro;[-1];0;-1;train
865791324657680385;#ConversaComBial;[0];0;0;train
864703770806104064;#masterchefbr;[-1];0;-1;train
862005877355810818;#videoShowAoVivo;[0];0;0;train
862238897107075072;#masterchefbr;[0];0;0;train
862517559190532096;#TheNoite;[0];0;0;train
862785168368705537;#encontro;[1];0;1;train
864858073130823681;#encontro;[-1];0;-1;train
864699023021793280;#TheNoite;[1];0;1;train
864902206033670144;#videoShowAoVivo;[0];0;0;train
863041771475013634;#encontro;[1];0;1;train
864340194157309952;#altasHoras;[1];0;1;train
863004227186176000;#maisvoce;[0];0;0;train
863598648550195201;#altasHoras;[0];0;0;train
862139460267495426;#masterchefbr;[0];0;0;train
865252302269165568;#masterchefbr;[1];0;1;train
864730460953468928;#masterchefbr;[0];0;0;train
862173122090414081;#masterchefbr;[0];0;0;train
865177988152930304;#maisvoce;[0];0;0;train
863572795908927489;#altasHoras;[1];0;1;train
864818975364001793;#maisvoce;[0];0;0;train
862355995426729984;#videoShowAoVivo;[1];0;1;train
862363355746631682;#videoShowAoVivo;[1];0;1;train
865536765871898627;#maisvoce;[0];0;0;train
865217941490552834;#encontro;[0];0;0;train
862155207077240832;#masterchefbr;[-1];0;-1;train
864893801441132544;#videoShowAoVivo;[0];0;0;train
864906430536708097;#videoShowAoVivo;[0];0;0;train
